Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Order Profitable?,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,Riverside,United States,DB-13360,Dennis Bolton,13/03/2021,CA-2021-119123,Profitable,92503,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,West,9343,Home Office,18/03/2021,Standard Class,Shipped Early,California,Binders,5,6,20.00%,19,7,51,77
Furniture,Troy,United States,CK-12325,Christine Kargatis,17/02/2022,CA-2022-109085,Unprofitable,45373,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",East,9344,Home Office,20/02/2022,First Class,Shipped Late,Ohio,Tables,3,1,40.00%,-106,5,456,683
Office Supplies,Troy,United States,CK-12325,Christine Kargatis,17/02/2022,CA-2022-109085,Unprofitable,45373,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",East,9345,Home Office,20/02/2022,First Class,Shipped Late,Ohio,Binders,3,1,70.00%,-5,5,6,9
Technology,Troy,United States,CK-12325,Christine Kargatis,17/02/2022,CA-2022-109085,Unprofitable,45373,TEC-PH-10000526,Vtech CS6719,East,9346,Home Office,20/02/2022,First Class,Shipped Late,Ohio,Phones,3,1,40.00%,-12,1,58,86
Furniture,Troy,United States,CK-12325,Christine Kargatis,17/02/2022,CA-2022-109085,Unprofitable,45373,FUR-FU-10004973,Flat Face Poster Frame,East,9347,Home Office,20/02/2022,First Class,Shipped Late,Ohio,Furnishings,3,1,20.00%,8,2,30,45
Furniture,Troy,United States,CK-12325,Christine Kargatis,17/02/2022,CA-2022-109085,Unprofitable,45373,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,East,9348,Home Office,20/02/2022,First Class,Shipped Late,Ohio,Chairs,3,1,30.00%,-13,5,899,1347
Furniture,Moreno Valley,United States,DN-13690,Duane Noonan,22/12/2021,CA-2021-114860,Profitable,92553,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,West,9349,Consumer,28/12/2021,Standard Class,Shipped On Time,California,Furnishings,6,6,0.00%,202,8,843,1262
Furniture,Moreno Valley,United States,DN-13690,Duane Noonan,22/12/2021,CA-2021-114860,Profitable,92553,FUR-FU-10001934,Magnifier Swing Arm Lamp,West,9350,Consumer,28/12/2021,Standard Class,Shipped On Time,California,Furnishings,6,6,0.00%,11,2,42,63
Office Supplies,Seattle,United States,DP-13105,Dave Poirier,23/09/2021,CA-2021-159009,Unprofitable,98115,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,9351,Corporate,27/09/2021,Standard Class,Shipped Early,Washington,Binders,4,6,20.00%,4,4,13,20
Furniture,Seattle,United States,DP-13105,Dave Poirier,23/09/2021,CA-2021-159009,Unprofitable,98115,FUR-CH-10003396,Global Deluxe Steno Chair,West,9352,Corporate,27/09/2021,Standard Class,Shipped Early,Washington,Chairs,4,6,20.00%,-21,3,185,277
Furniture,Chicago,United States,RO-19780,Rose O'Brian,24/09/2022,CA-2022-148411,Unprofitable,60623,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Central,9353,Consumer,26/09/2022,First Class,Shipped Late,Illinois,Chairs,2,1,30.00%,-15,2,520,779
Office Supplies,Chicago,United States,RO-19780,Rose O'Brian,24/09/2022,CA-2022-148411,Unprofitable,60623,OFF-PA-10002109,Wirebound Voice Message Log Book,Central,9354,Consumer,26/09/2022,First Class,Shipped Late,Illinois,Paper,2,1,20.00%,4,3,11,17
Office Supplies,Jackson,United States,MA-17560,Matt Abelman,1/12/2020,CA-2020-110324,Profitable,49201,OFF-PA-10001826,Xerox 207,Central,9355,Home Office,5/12/2020,Standard Class,Shipped Early,Michigan,Paper,4,6,0.00%,9,3,19,29
Office Supplies,Jackson,United States,MA-17560,Matt Abelman,1/12/2020,CA-2020-110324,Profitable,49201,OFF-AR-10000823,Newell 307,Central,9356,Home Office,5/12/2020,Standard Class,Shipped Early,Michigan,Art,4,6,0.00%,1,2,4,5
Office Supplies,Jackson,United States,MA-17560,Matt Abelman,1/12/2020,CA-2020-110324,Profitable,49201,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Central,9357,Home Office,5/12/2020,Standard Class,Shipped Early,Michigan,Paper,4,6,0.00%,9,2,19,28
Office Supplies,New York City,United States,JD-15895,Jonathan Doherty,25/01/2021,CA-2021-168046,Unprofitable,10024,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",East,9358,Corporate,28/01/2021,Second Class,Shipped On Time,New York,Binders,3,3,20.00%,15,5,43,65
Furniture,New York City,United States,JD-15895,Jonathan Doherty,25/01/2021,CA-2021-168046,Unprofitable,10024,FUR-TA-10001095,Chromcraft Round Conference Tables,East,9359,Corporate,28/01/2021,Second Class,Shipped On Time,New York,Tables,3,3,40.00%,-99,3,314,470
Furniture,New York City,United States,JD-15895,Jonathan Doherty,25/01/2021,CA-2021-168046,Unprofitable,10024,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,East,9360,Corporate,28/01/2021,Second Class,Shipped On Time,New York,Furnishings,3,3,0.00%,8,1,46,69
Office Supplies,New York City,United States,JD-15895,Jonathan Doherty,25/01/2021,CA-2021-168046,Unprofitable,10024,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",East,9361,Corporate,28/01/2021,Second Class,Shipped On Time,New York,Storage,3,3,0.00%,0,7,429,642
Office Supplies,Seattle,United States,PS-18970,Paul Stevenson,21/03/2022,CA-2022-111591,Profitable,98105,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",West,9362,Home Office,25/03/2022,Standard Class,Shipped Early,Washington,Binders,4,6,20.00%,10,6,31,46
Office Supplies,Seattle,United States,PS-18970,Paul Stevenson,21/03/2022,CA-2022-111591,Profitable,98105,OFF-FA-10004838,"Super Bands, 12/Pack",West,9363,Home Office,25/03/2022,Standard Class,Shipped Early,Washington,Fasteners,4,6,0.00%,0,7,13,19
Furniture,Seattle,United States,PS-18970,Paul Stevenson,21/03/2022,CA-2022-111591,Profitable,98105,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",West,9364,Home Office,25/03/2022,Standard Class,Shipped Early,Washington,Furnishings,4,6,0.00%,6,3,22,33
Office Supplies,Seattle,United States,PS-18970,Paul Stevenson,21/03/2022,CA-2022-111591,Profitable,98105,OFF-ST-10001809,Fellowes Officeware Wire Shelving,West,9365,Home Office,25/03/2022,Standard Class,Shipped Early,Washington,Storage,4,6,0.00%,7,4,359,538
Office Supplies,Saint Charles,United States,JF-15415,Jennifer Ferguson,22/08/2019,US-2019-166828,Profitable,63301,OFF-PA-10001846,Xerox 1899,Central,9366,Consumer,25/08/2019,First Class,Shipped Late,Missouri,Paper,3,1,0.00%,6,2,12,17
Office Supplies,Long Beach,United States,RD-19480,Rick Duston,8/06/2019,CA-2019-108147,Profitable,11561,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",East,9367,Consumer,13/06/2019,Standard Class,Shipped Early,New York,Binders,5,6,20.00%,26,2,68,103
Office Supplies,Long Beach,United States,RD-19480,Rick Duston,8/06/2019,CA-2019-108147,Profitable,11561,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",East,9368,Consumer,13/06/2019,Standard Class,Shipped Early,New York,Storage,5,6,0.00%,84,6,1677,2511
Office Supplies,Lakewood,United States,ES-14080,Erin Smith,7/04/2021,CA-2021-154998,Profitable,8701,OFF-PA-10004243,Xerox 1939,East,9369,Corporate,9/04/2021,First Class,Shipped Late,New Jersey,Paper,2,1,0.00%,18,2,38,57
Furniture,Clinton,United States,KN-16390,Katherine Nockton,7/11/2022,CA-2022-113460,Profitable,20735,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,East,9370,Corporate,9/11/2022,Second Class,Shipped Early,Maryland,Chairs,2,3,0.00%,44,3,273,409
Furniture,Columbus,United States,VP-21760,Victoria Pisteka,29/05/2020,CA-2020-111339,Unprofitable,43229,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",East,9371,Corporate,31/05/2020,First Class,Shipped Late,Ohio,Furnishings,2,1,20.00%,-4,4,42,62
Furniture,Columbus,United States,VP-21760,Victoria Pisteka,29/05/2020,CA-2020-111339,Unprofitable,43229,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,East,9372,Corporate,31/05/2020,First Class,Shipped Late,Ohio,Chairs,2,1,30.00%,-86,3,317,475
Office Supplies,Columbus,United States,VP-21760,Victoria Pisteka,29/05/2020,CA-2020-111339,Unprofitable,43229,OFF-FA-10002988,Ideal Clamps,East,9373,Corporate,31/05/2020,First Class,Shipped Late,Ohio,Fasteners,2,1,20.00%,3,5,8,12
Technology,Pasadena,United States,CS-11950,Carlos Soltero,7/05/2022,CA-2022-102820,Profitable,91104,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,West,9374,Consumer,11/05/2022,Standard Class,Shipped Early,California,Phones,4,6,20.00%,52,7,420,629
Office Supplies,Seattle,United States,KB-16600,Ken Brennan,5/06/2021,CA-2021-149671,Profitable,98105,OFF-SU-10002537,Acme Box Cutter Scissors,West,9375,Corporate,9/06/2021,Standard Class,Shipped Early,Washington,Supplies,4,6,0.00%,16,6,61,92
Technology,Los Angeles,United States,AJ-10945,Ashley Jarboe,14/12/2020,CA-2020-126347,Profitable,90045,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,West,9376,Consumer,19/12/2020,Second Class,Shipped Late,California,Accessories,5,3,0.00%,11,2,50,75
Technology,East Orange,United States,PO-18865,Patrick O'Donnell,25/12/2022,CA-2022-108756,Profitable,7017,TEC-AC-10003237,Memorex Micro Travel Drive 4 GB,East,9377,Consumer,29/12/2022,Standard Class,Shipped Early,New Jersey,Accessories,4,6,0.00%,14,3,32,48
Office Supplies,Eau Claire,United States,DP-13105,Dave Poirier,17/12/2022,CA-2022-155362,Profitable,54703,OFF-ST-10001031,Adjustable Personal File Tote,Central,9378,Corporate,21/12/2022,Standard Class,Shipped Early,Wisconsin,Storage,4,6,0.00%,8,2,33,49
Office Supplies,Chicago,United States,GM-14500,Gene McClure,10/05/2021,CA-2021-117625,Profitable,60610,OFF-EN-10001535,Grip Seal Envelopes,Central,9379,Consumer,15/05/2021,Standard Class,Shipped Early,Illinois,Envelopes,5,6,20.00%,2,2,7,11
Office Supplies,Tampa,United States,CC-12670,Craig Carreira,23/12/2019,CA-2019-154158,Profitable,33614,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,South,9380,Consumer,27/12/2019,Second Class,Shipped Late,Florida,Paper,4,3,20.00%,16,3,46,68
Furniture,Tampa,United States,CC-12670,Craig Carreira,23/12/2019,CA-2019-154158,Profitable,33614,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",South,9381,Consumer,27/12/2019,Second Class,Shipped Late,Florida,Chairs,4,3,20.00%,6,1,65,97
Office Supplies,Tampa,United States,CC-12670,Craig Carreira,23/12/2019,CA-2019-154158,Profitable,33614,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,South,9382,Consumer,27/12/2019,Second Class,Shipped Late,Florida,Storage,4,3,20.00%,-11,2,424,635
Office Supplies,Tampa,United States,CC-12670,Craig Carreira,23/12/2019,CA-2019-154158,Profitable,33614,OFF-AR-10001868,Prang Dustless Chalk Sticks,South,9383,Consumer,27/12/2019,Second Class,Shipped Late,Florida,Art,4,3,20.00%,1,1,1,2
Office Supplies,Tampa,United States,CC-12670,Craig Carreira,23/12/2019,CA-2019-154158,Profitable,33614,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,South,9384,Consumer,27/12/2019,Second Class,Shipped Late,Florida,Storage,4,3,20.00%,-1,5,84,126
Office Supplies,New York City,United States,SJ-20125,Sanjit Jacobs,11/08/2022,CA-2022-100433,Profitable,10009,OFF-PA-10003441,Xerox 226,East,9385,Home Office,16/08/2022,Standard Class,Shipped Early,New York,Paper,5,6,0.00%,12,4,26,39
Furniture,Mesa,United States,SF-20200,Sarah Foster,27/08/2022,CA-2022-163097,Profitable,85204,FUR-FU-10004973,Flat Face Poster Frame,West,9386,Consumer,31/08/2022,Standard Class,Shipped Early,Arizona,Furnishings,4,6,20.00%,33,8,121,181
Office Supplies,Burlington,United States,RM-19375,Raymond Messe,19/01/2022,US-2022-127292,Profitable,,OFF-PA-10000157,Xerox 191,East,9387,Consumer,23/01/2022,Standard Class,Shipped Early,Vermont,Paper,4,6,0.00%,38,4,80,120
Office Supplies,Burlington,United States,RM-19375,Raymond Messe,19/01/2022,US-2022-127292,Profitable,,OFF-PA-10001970,Xerox 1881,East,9388,Consumer,23/01/2022,Standard Class,Shipped Early,Vermont,Paper,4,6,0.00%,6,1,12,18
Office Supplies,Burlington,United States,RM-19375,Raymond Messe,19/01/2022,US-2022-127292,Profitable,,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,East,9389,Consumer,23/01/2022,Standard Class,Shipped Early,Vermont,Appliances,4,6,0.00%,152,3,543,813
Office Supplies,Burlington,United States,RM-19375,Raymond Messe,19/01/2022,US-2022-127292,Profitable,,OFF-EN-10001509,Poly String Tie Envelopes,East,9390,Consumer,23/01/2022,Standard Class,Shipped Early,Vermont,Envelopes,4,6,0.00%,1,1,2,3
Office Supplies,Houston,United States,KM-16375,Katherine Murray,19/06/2020,CA-2020-163734,Profitable,77070,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Central,9391,Home Office,24/06/2020,Standard Class,Shipped Early,Texas,Storage,5,6,20.00%,14,5,229,343
Technology,Aurora,United States,FH-14275,Frank Hawley,13/03/2022,CA-2022-162474,Profitable,60505,TEC-PH-10004700,PowerGen Dual USB Car Charger,Central,9392,Corporate,16/03/2022,First Class,Shipped Late,Illinois,Phones,3,1,20.00%,3,1,8,12
Furniture,Denver,United States,DG-13300,Deirdre Greer,25/10/2020,CA-2020-130848,Unprofitable,80219,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,West,9393,Corporate,25/10/2020,Same Day,Shipped On Time,Colorado,Chairs,0,0,20.00%,-29,8,582,872
Technology,New York City,United States,MW-18220,Mitch Webber,20/09/2019,CA-2019-125997,Profitable,10011,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,East,9394,Consumer,23/09/2019,First Class,Shipped Late,New York,Phones,3,1,0.00%,157,5,630,943
Furniture,New York City,United States,MW-18220,Mitch Webber,20/09/2019,CA-2019-125997,Profitable,10011,FUR-CH-10001394,Global Leather Executive Chair,East,9395,Consumer,23/09/2019,First Class,Shipped Late,New York,Chairs,3,1,10.00%,140,2,632,946
Furniture,New York City,United States,MW-18220,Mitch Webber,20/09/2019,CA-2019-125997,Profitable,10011,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,East,9396,Consumer,23/09/2019,First Class,Shipped Late,New York,Bookcases,3,1,20.00%,-10,2,802,1200
Office Supplies,New York City,United States,MW-18220,Mitch Webber,20/09/2019,CA-2019-125997,Profitable,10011,OFF-LA-10002762,Avery 485,East,9397,Consumer,23/09/2019,First Class,Shipped Late,New York,Labels,3,1,0.00%,35,6,75,113
Office Supplies,New York City,United States,MW-18220,Mitch Webber,20/09/2019,CA-2019-125997,Profitable,10011,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,East,9398,Consumer,23/09/2019,First Class,Shipped Late,New York,Appliances,3,1,0.00%,8,1,31,46
Technology,New York City,United States,MW-18220,Mitch Webber,20/09/2019,CA-2019-125997,Profitable,10011,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,9399,Consumer,23/09/2019,First Class,Shipped Late,New York,Phones,3,1,0.00%,661,9,1350,2022
Office Supplies,Arlington Heights,United States,SC-20845,Sung Chung,11/11/2021,CA-2021-103128,Profitable,60004,OFF-AR-10003394,Newell 332,Central,9400,Consumer,15/11/2021,Standard Class,Shipped Early,Illinois,Art,4,6,20.00%,1,6,14,21
Office Supplies,Newport News,United States,BD-11500,Bradley Drucker,16/09/2020,CA-2020-167696,Profitable,23602,OFF-EN-10001539,Staple envelope,South,9401,Consumer,21/09/2020,Standard Class,Shipped Early,Virginia,Envelopes,5,6,0.00%,15,4,31,47
Furniture,Tucson,United States,LP-17080,Liz Pelletier,24/06/2019,CA-2019-159814,Profitable,85705,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,West,9402,Consumer,28/06/2019,Standard Class,Shipped Early,Arizona,Furnishings,4,6,20.00%,1,2,4,6
Furniture,New York City,United States,NP-18700,Nora Preis,12/08/2021,CA-2021-105459,Profitable,10024,FUR-TA-10001095,Chromcraft Round Conference Tables,East,9403,Consumer,17/08/2021,Second Class,Shipped Late,New York,Tables,5,3,40.00%,-66,2,209,313
Office Supplies,New York City,United States,NP-18700,Nora Preis,12/08/2021,CA-2021-105459,Profitable,10024,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,East,9404,Consumer,17/08/2021,Second Class,Shipped Late,New York,Storage,5,3,0.00%,286,6,1591,2383
Office Supplies,Philadelphia,United States,DP-13105,Dave Poirier,13/04/2022,CA-2022-141663,Profitable,19134,OFF-FA-10004076,Translucent Push Pins by OIC,East,9405,Corporate,17/04/2022,Standard Class,Shipped Early,Pennsylvania,Fasteners,4,6,20.00%,2,5,8,12
Technology,Chicago,United States,RB-19465,Rick Bensley,14/03/2019,CA-2019-152618,Profitable,60653,TEC-MA-10003626,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,9406,Home Office,17/03/2019,First Class,Shipped Late,Illinois,Machines,3,1,30.00%,156,2,575,861
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,14/03/2019,CA-2019-152618,Profitable,60653,OFF-PA-10001215,Xerox 1963,Central,9407,Home Office,17/03/2019,First Class,Shipped Late,Illinois,Paper,3,1,20.00%,3,2,8,13
Technology,New York City,United States,LC-17140,Logan Currie,22/09/2022,CA-2022-162789,Profitable,10035,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,East,9408,Consumer,24/09/2022,Second Class,Shipped Early,New York,Accessories,2,3,0.00%,171,9,1071,1604
Furniture,New York City,United States,LC-17140,Logan Currie,22/09/2022,CA-2022-162789,Profitable,10035,FUR-FU-10004864,Eldon 500 Class Desk Accessories,East,9409,Consumer,24/09/2022,Second Class,Shipped Early,New York,Furnishings,2,3,0.00%,4,1,12,18
Office Supplies,Philadelphia,United States,WB-21850,William Brown,10/12/2022,US-2022-110149,Profitable,19143,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,East,9410,Consumer,13/12/2022,First Class,Shipped Late,Pennsylvania,Binders,3,1,70.00%,-3,1,3,5
Furniture,Philadelphia,United States,WB-21850,William Brown,10/12/2022,US-2022-110149,Profitable,19143,FUR-FU-10001475,"Contract Clock, 14"", Brown",East,9411,Consumer,13/12/2022,First Class,Shipped Late,Pennsylvania,Furnishings,3,1,20.00%,15,5,88,132
Office Supplies,Glendale,United States,MH-17785,Maya Herman,10/03/2021,CA-2021-108959,Profitable,85301,OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",West,9412,Corporate,14/03/2021,Second Class,Shipped Late,Arizona,Storage,4,3,20.00%,7,1,105,157
Furniture,Los Angeles,United States,SC-20305,Sean Christensen,27/01/2020,CA-2020-164777,Unprofitable,90036,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,West,9413,Consumer,29/01/2020,First Class,Shipped Late,California,Chairs,2,1,20.00%,0,5,2804,4199
Office Supplies,Houston,United States,MH-17620,Matt Hagelstein,26/09/2021,CA-2021-132017,Unprofitable,77041,OFF-BI-10004001,GBC Recycled VeloBinder Covers,Central,9414,Corporate,27/09/2021,First Class,Shipped On Time,Texas,Binders,1,1,80.00%,-12,2,7,10
Technology,Seattle,United States,JC-15775,John Castell,18/10/2020,CA-2020-127824,Profitable,98115,TEC-PH-10004094,Motorola L703CM,West,9415,Consumer,22/10/2020,Standard Class,Shipped Early,Washington,Phones,4,6,20.00%,16,2,250,374
Office Supplies,Seattle,United States,JC-15775,John Castell,18/10/2020,CA-2020-127824,Profitable,98115,OFF-PA-10001184,Xerox 1903,West,9416,Consumer,22/10/2020,Standard Class,Shipped Early,Washington,Paper,4,6,0.00%,9,3,18,27
Furniture,Seattle,United States,JC-15775,John Castell,18/10/2020,CA-2020-127824,Profitable,98115,FUR-FU-10002505,Eldon 100 Class Desk Accessories,West,9417,Consumer,22/10/2020,Standard Class,Shipped Early,Washington,Furnishings,4,6,0.00%,3,3,10,15
Office Supplies,Fayetteville,United States,RD-19810,Ross DeVincentis,27/10/2019,CA-2019-148285,Profitable,28314,OFF-PA-10001166,Xerox 2,South,9418,Home Office,1/11/2019,Standard Class,Shipped Early,North Carolina,Paper,5,6,20.00%,4,2,10,16
Office Supplies,Fayetteville,United States,RD-19810,Ross DeVincentis,27/10/2019,CA-2019-148285,Profitable,28314,OFF-PA-10000349,Easy-staple paper,South,9419,Home Office,1/11/2019,Standard Class,Shipped Early,North Carolina,Paper,5,6,20.00%,4,3,12,18
Office Supplies,Houston,United States,SC-20695,Steve Chapman,2/10/2022,CA-2022-152926,Unprofitable,77041,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Central,9420,Corporate,4/10/2022,Second Class,Shipped Early,Texas,Appliances,2,3,80.00%,-39,2,15,23
